公司名称,财务风险-流动性风险-流动资产周转率,财务风险-流动性风险-应收账款周转率,财务风险-筹资风险-纳税信用等级,财务风险-筹资风险-征信信用等级,财务风险-筹资风险-1/财务费用率,财务风险-筹资风险-1/产权比率,财务风险-筹资风险-融资轮次,财务风险-筹资风险-股权出质总计,财务风险-投资风险-对外投资数量,财务风险-短期清偿能力-流动比率,财务风险-短期清偿能力-速动比率,财务风险-短期清偿能力-现金比率,财务风险-短期清偿能力-现金流量比率,财务风险-长期清偿能力-资产负债率,财务风险-长期清偿能力-长期资本负债率,财务风险-长期清偿能力-利息保障倍数,财务风险-长期清偿能力-现金流量利息保障倍数,财务风险-长期清偿能力-现金流量债务比,财务风险-盈利能力-销售净利率,财务风险-盈利能力-总资产报酬率,财务风险-盈利能力-主营业务利润率,财务风险-盈利能力-净资产收益率,财务风险-资产利用-存货周转率,财务风险-资产利用-营运资本周转率,财务风险-资产利用-非流动资产周转率,财务风险-资产利用-总资产周转率,财务风险-资产利用-成本费用利润率,财务风险-成长能力-营业收入增长率,财务风险-成长能力-总资产增长率,财务风险-资本结构-上市股东持股比例,财务风险-上市情况-是否上市,经营风险-知识产权-专利数量,经营风险-知识产权-软件著作权数量,经营风险-知识产权-作品著作权数量,经营风险-司法风险-诉讼数量,经营风险-其它风险-经营异常次数,经营风险-其它风险-行政处罚次数,经营风险-其它风险-动产质押次数,经营风险-其它风险-自身风险,经营风险-其它风险-周边风险,经营风险-组织结构风险-股东数量（注册）,经营风险-组织结构风险-第一大股东持股比例（注册）,经营风险-战略风险-竞品信息,经营风险-战略风险-公众号数
同方威视技术股份有限公司,0.8498672579,4.6610498991,2,2,152.139900778,0.3705023112,4,0,12,115.7082865482,77.1529687652,0.4710958443,0.1130214446,72.9659477256,0.0386981223,4699306000,3653630000,0.1113357385,0.1280980042,0.1044874144,0.3252061645,0.3349197374,1.7009527404,4.1749157829,2.8005640698,0.4713792944,0.1701075825,0.2003023216,0.0311563867,0,0,2135,112,0,4,0,0,0,0,76,19,0.76,10,1
同辉佳视(北京)信息技术股份有限公司,0,0,8,8,0,0.8757928874,3,0,5,182.8257630934,100.3560550884,0.1088740646,-0.2052042637,53.3107895842,0,32449000.0000001,-123968000,-0.2052042637,25457000.0000001,0.0286347383,-804302000,0.0481152331,1.6105102975,1.603586964,27.9410095783,0.7080649197,0.0310953271,-0.4622033815,0.1192547282,0,0,0,0,0,0,0,0,0,1,0,6,0.51,0,0
品牌联盟（北京）咨询股份公司,0,0,14,14,0,0.4064913807,6,0,4,100.0072871426,89.2150290028,0.7841839743,0.6901944109,71.0974333468,0,-17160000,47357000,0.6901944109,-13797000,-0.177810936,-151538000,-0.4946402323,20.3132990799,30077.9844032835,5.3937175346,1.5586433983,-0.0724937684,-1.9146188202,-0.1708379499,0.4977,0,0,6,0,3,0,0,0,1,0,5,0.5288,0,1
哲想方案（北京）科技有限公司,0,0,10,10,0,1.3109227838,0,0,0,109.2159869692,54.4892955233,0.4461977367,0.1636662093,34.9353318462,0,1619000,27019000,0.1636662093,1457000,0.0042437523,-99153000,0.0067324043,1.3603661975,8.1339611235,0.481414229,0.25783351,0.0113186705,-6.5675557341,0.1547404643,0,0,0,50,0,0,0,0,0,0,0,2,0.9905,0,1
唐音无限（北京）科技有限公司,0,0,12,12,0,-0.0091553538,3,0,1,61.7,56.69,0.001865511,0,100.92,0,4994000,0,0,3748000,0.144652995,-6485000,-11.7492163009,3.6777311518,-0.4814898442,0.4932821118,0.1861024161,0.4700234852,4994000,34524000,0,0,0,0,0,0,0,0,0,0,7,9,0.6488,0,0
国源容开国际科技（北京）股份有限公司,0.5769447574,3.5463365442,0,13,-137.6239355333,16.6183251659,0,0,0,1741.2111292962,1117.937806874,4.7973797717,-3.9852687446,5.6759066587,0,-1300000,-12175000,-3.9852687446,-0.0596937094,-0.0241527943,0.2559465541,-0.0360850125,1.1980462582,0.45497516,36.2094663342,0.4238257947,-0.0369948766,-10.2901664088,-0.1515762902,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0,0
国电博纳(北京)电力设备有限公司,0.5843342125,1.6458305568,12,12,30.6995442655,0.3397787453,0,0,2,73.7286094642,39.7194637666,0.0403019814,0.1411521562,74.6391897408,0,-16600000,190483000,0.1411521562,-0.0285523609,-0.0091813448,0.218778165,-0.0362028845,0.9871423601,-1.277887003,0.5572162304,0.2505777056,-0.0272991742,-215.621183433,-0.0329505637,0,0,0,0,0,0,0,0,0,4,0,2,0.9996,0,0
国电康能科技股份有限公司,0.7964318353,7.9497713265,8,8,248.7139304087,0.1998663095,0,0,1,73.0614973262,41.1430481283,0.1908422454,-0.5197192496,83.3426183844,0,17500000,-155500000,-0.5197192496,0.0861573803,0.0487465181,0.4962665106,0.2508361204,87000000,-1.0794044799,0.6196581152,0.2423398322,0.1182432424,-1.585284334,0.9617486286,0,0,59,10,0,4,0,0,0,1,0,3,0.2667,0,0
国电远鹏能源科技股份有限公司,1.3896660541,2.9960858779,11,11,8606.6750893898,0.8465473315,0,0,40,180.256092817,140.0275997581,0.491281372,0.1862046639,54.1551657592,0,119454000,131154000,0.1862046639,0.0526877192,0.0918437486,0.1681364016,0.1559047274,4.976537916,2.4944974809,45.5152175361,1.0841789535,0.0726133234,0.9222601598,0.5363231628,0.5629,1,0,9,0,6,0,0,0,5,0,2,0.5647,10,1
国能中电能源集团有限责任公司,0.2902401628,0.4347493286,7,7,113600000,1.3079573894,0,0,8,122.619047619,122.619047619,0.2415413526,0.2152255632,43.328356183,0,-9800000,68700000,0.2152255632,-0.0862676049,-0.0133025655,0.1073943653,-0.0234730539,101300000,1.403047072,0.2933680849,0.1375050901,-0.0784627696,-4.531248584,-0.1343125733,0,0,2,16,0,0,0,0,0,0,3,17,0.9816,0,0
国能生物发电集团有限公司,0,0,4,4,0,0.2860966481,0,2,53,70.1774192254,48.2831298932,0.1462544892,0.2896295478,77.6608251504,0.656091893,1005509000,11727991000,0.131549196,881844000,0.0087589599,-31935129000,0.0343867564,3.5616784106,-2.6148111807,0.3655520752,0.2750634522,0.0274972864,0.3973763879,-0.0227370862,0,0,25,0,0,3,0,0,0,3,41,3,0.8413,0,0
塔米智能科技（北京）有限公司,0.6833333288,4.8122063468,12,12,30.1470499568,1.1814223341,3,0,2,225.9036144578,105.8734939759,0.2319277074,-0.102409637,45.8416500333,0.0297973775,10700000,-6800000,-0.0986937576,0.1043902429,0.0711909514,0.639024384,0.1314496314,0.459222077,0.4377990378,121.9995933347,0.2435129724,0.1165577329,0.1263157762,0.0930909084,0,0,42,27,0,0,0,0,0,0,0,14,0.3423,10,1
多立恒（北京）能源技术股份公司,0,0,10,10,0,2.0947337351,4,0,3,260.4700196247,191.3229641403,0.953873835,0.0148401639,32.3129572564,0,11531000,915000.000000009,0.0148401639,8789999.99999999,0.0604312098,-82664000,0.0680577601,1.9026832598,0.819872441,2.6848148976,0.4251252519,0.0713861198,-1.0829515587,0.4202287971,0.3575,0,28,3,0,2,0,0,0,1,1,8,0.3575,10,0
大医科技股份有限公司,0.7760140909,3.2473198639,11,11,19.3322959651,1.4310073945,0,0,1,276.3959903122,224.74098493,1.5207548311,0.7524555911,41.1352099896,0.1796381807,48599000,89476000,0.5166707058,0.1616461015,0.1154378772,0.4167048927,0.1663633539,2.4121515627,0.706363581,1.6047395552,0.3519359987,0.2220196888,0.8328948354,-0.1612168615,0.3404,1,20,41,0,0,0,0,0,0,0,4,0.7615,0,0
大唐电信国际技术有限公司,0,0,7,7,0,0.3801251399,0,0,0,56.8786828459,42.4643288829,0.2263624592,-0.2007304683,266.2332551339,0,-180863000,-667097000,-0.1321856583,-180863000,-0.0954129631,0,0.0573970371,0,0,0,0,-180863000,0.5057582007,-0.5792523329,0,0,0,0,0,0,0,0,0,0,10,2,0.51,0,0
大唐融合通信股份有限公司,0,0,9,9,0,0.9485854439,0,0,6,171.4074258269,163.8169663672,0.6086140529,-0.7893775575,51.3192250492,0.0455564307,120050000,-736479000,-0.7536370541,106422000,0.0630440536,-2434991000,0.1148037036,34.2723172884,3.6430754258,7.9573037131,1.2745858674,0.0428017631,-0.5567341948,0.1626108287,0,0,9,36,0,3,0,0,0,1,2,7,0.75,10,1
大洋汇达科技（北京）有限公司,0.8905803017,1.9968458195,11,11,-2877.0419872327,3.4885821259,0,0,1,442.0894291045,375.6115711682,1.1047135096,-0.6571560966,22.2787502142,0,274687127000,-411892753000,-0.6571560966,0.0949812787,0.0976367965,0.5254976452,0.107194444,2.8102475022,0.5461122687,27.6001196493,0.4162099054,0.1252208398,0.1698518307,-0.09127841,0,0,1,17,0,0,0,0,0,0,0,3,0.7779,0,0
太和华美（北京）医药科技股份有限公司,1.870351153,6.4068839718,12,12,235.8535193003,0.3701369417,0,0,1,135.7932733721,75.241098447,0.1754210431,0,72.9854053304,0,77770202000,0,0,0.0140594646,0.035662859,0.142738288,0.096473439,3.5856086935,6.0658437847,177.9029142401,1.584632881,0.019629932,0.509084453,0.3964130957,0.6273,0,0,0,0,0,0,0,0,0,0,5,0.6273,10,0
央广视讯传媒股份有限公司,0.9707748409,1.9762025811,6,6,228.6117378104,5.3963414477,0,0,3,581.2137049942,581.2137049942,2.3861788549,0.0055168409,15.5766621438,0,465900000,1900000,0.0055168409,0.2017291065,0.2107191316,0.3906957594,0.2100075003,1177000000,0.7101912745,5.623506901,0.5323383082,0.3141181228,0.1170264963,0.7655513848,0,0,3,22,0,9,0,0,0,2,0,6,0.4928,10,1
安世亚太科技股份有限公司,0.7514181968,2.5210489247,8,8,44.5846978664,0,6,3,21,178.1071363851,165.8492554723,0.5874439964,0.3893281409,50.7186507883,0,111335000,900180000,0.3893281409,0.0428628998,0.0244222595,0.6045874466,0.0590377341,4.1270874425,0.6476917332,2.6543558612,0.2565823402,0.0359314735,-0.6194363947,0.1652227322,0,0,16,45,0,5,0,1,0,4,2,13,0.4351,10,1
安泰科技股份有限公司,1.1091368146,4.3998309389,5,5,41556984000,1.3132476279,12,0,25,174.3356522803,120.8348488342,0.4332316123,0.0600437981,43.2292672828,0,-1833592000,1290449000,0.0386020313,-0.0447645575,-0.0237110013,1,-0.0423741506,0,0,0,0,-1833592000,0.0547956938,0.0313835625,0,0,549,5,2,116,0,1,0,12,42,6,0.9719,10,1
安诺优达基因科技(北京)有限公司,1.2276818196,7.5664684189,9,9,73.4327002545,3.8988610677,8,0,8,311.7137458834,284.3582739115,0.8856176792,-1.8088948319,20.4128590994,0,-78335000,-309236000,-1.8088948319,-0.1198464716,-0.0935368971,0.6727406396,-0.1176326734,4.5555221949,0.5886177183,0.6994218492,0.2543819111,-0.1070858326,-0.2808626215,1.0738355222,0,0,0,0,0,0,0,0,0,8,47,20,0.2307,0,0
宝利信通（北京）软件股份有限公司,0.4605105841,1.2127921026,12,12,58174000,3.7106051956,0,0,1,1118.3162181303,1054.1076487252,2.3457859113,-5.0769294372,8.8188681308,0,15430000,-57349000,-5.0769294372,0.2652387619,0.1204631155,0.2741774629,0.1321140822,5.8049075135,0.3660207394,23.8679003016,0.3287011349,0.3654319732,3.0971845201,0.1064092588,0,0,0,29,0,0,0,0,0,0,0,9,0.3916,0,1
康铂创想(北京)科技有限公司,0,0,12,12,0,-0.564898626,0,0,0,35.1352761617,35.1352761617,0.0721124978,-2.0506926335,229.8315044672,0,-63618000,-78601000,-2.0506926335,-63618000,-3.8147148768,0,2.9382043229,0,0,0,0,-1.0000157033,6.913547321,3.657078007,0,0,0,0,0,0,0,0,0,0,0,3,0.14,0,0
建银实业投资发展股份有限公司,2.6416226666,20.9006226754,6,6,2983.3692654188,0.7124170196,0,0,11,109.6554948216,99.9316743383,0.777725834,0.0506688722,58.396990244,0.30915958,47.6337961079,19.8450676275,0.0345148568,0.0292609651,0.0483792521,0.0819108391,0.0810439088,25.7688608514,25.9512103317,1.767919214,0.9967527822,0.0413869827,0.0544164036,0.0514552155,0.99,1,0,0,0,0,0,0,0,0,14,2,0.99,10,0
德众通科技发展（北京）有限公司,0.095856551,0.4890079304,12,12,121.3658259507,0.168530989,0,0,1,115.3340782726,51.3559531514,0.0102561367,0,85.5775336194,0,-207534979000,0,0,-0.2881760031,-0.027264468,0.0668130635,-0.1890416468,0.1612562624,0.6728068783,6.7917927638,0.0882892575,-0.2236373299,-2.0473252408,0.2823732164,0,0,0,1,0,7,0,0,0,4,0,1,1,0,0
德润特数字影像科技（北京）有限公司,0,0,13,13,0,0,3,2,1,632.4665658239,497.9045115129,1.714356877,-0.7623172179,11.7301548967,0,-166946000,-126999000,-0.7623172179,-166946000,-0.1175479867,-49665000,-0.1331689056,0.2200869846,0.0556191858,0.1345925637,0.0347392724,-0.7152141379,0.4062248359,0.9104973716,0,0,1,19,0,0,0,0,0,3,1,0,0,10,0
恒泰艾普集团股份有限公司,0.5525640634,0.9278586224,6,6,90.2856917587,3.5588891053,12,0,20,210.8153567019,200.0118703347,0.62899293,0.1847570084,29.1035760378,0.0028837946,1595568000,1147111000,0.1828553438,0.1858698964,0.0740225233,0.4816906039,0.0879675908,5.5107489609,0.5372477527,0.436608923,0.1714855959,0.2915059463,0.0174577093,0.0328464642,0.1487,1,37,145,0,5,0,0,1,2,14,20,0,10,0
慈铭健康体检管理集团股份有限公司,0.9402682144,8.2396111142,7,7,121.9239950663,0.8559768747,0,0,44,78.8083165886,77.859019327,0.4487909877,0.2222311575,54.0944910414,0.0649619698,361012000,1229731000,0.2090152531,0.0708328842,0.0331926966,0.4212623273,0.0581728037,45.1750419727,-2.0236497336,0.3642244445,0.2181859957,0.0977606779,-0.593293804,0.304721759,0,0,0,0,0,0,0,0,0,3,27,2,0.2778,0,0
时趣互动（北京）科技有限公司,1.75390536,3.1229192184,11,11,1258271000,1.3558733144,9,0,5,222.1416804974,222.1416804974,0.5074159612,-1.1514559404,42.4471040989,0,-235926000,-371865000,-1.1514559404,-0.1875001489,-0.3100886659,-0.885956999,-0.5387889888,2373045000,6.0159484103,59.8105892779,3.11900493,-0.0994180115,-0.1770535204,0.2357400056,0,0,6,18,0,0,0,1,0,0,10,11,0.4823,30,1
易第优（北京）教育咨询股份有限公司,4.4019801109,158.7856008674,12,12,2222.9777702223,0.3294987648,3,0,23,41.4954806902,41.4133114215,0.0476581755,0.0320460145,145.5741626794,0,-10000000,3900000,0.0320460145,-0.1079622127,-0.1196172249,0.5222672041,0.6299212598,1050.9894901051,-1.4761236162,3.1752264902,1.2571770185,-0.0431220352,-99.99900001,0.4339622567,0,0,0,8,0,0,0,0,0,0,1,9,0.5636,10,1
易能乾元（北京）电力科技有限公司,0.5479736885,24.5519537262,14,14,658.6411799773,0.7385535602,0,0,0,48.2425131213,21.529793146,0.0024313059,0,180.8688854143,0,-42726000,0,0,-1.2474744161,-0.5964652669,0.3179561951,0.7375707775,0.6749689192,-0.3483603553,2.5588780196,0.3261112306,-0.5547822402,1.3447747201,0.7388517845,0,0,55,7,0,0,0,0,0,0,0,1,1,0,0
星空电讯科技（北京）股份有限公司,1.6103923491,3.2438399508,9,9,23328.0016207143,1.5188869488,6,0,1,278.7535380271,230.8694378179,0.1395160071,0.5647950442,39.7000746881,0.1258519804,573504149000,665840838000,0.4412880923,0.0906141985,0.1508966743,0.1834117259,0.2092445817,7.6237293535,2.0422276636,8.3664347629,1.1323520124,0.1122851549,1.1929567333,0.4080238926,0.2494,0,8,46,0,0,0,0,0,0,0,16,0.2329,10,1
普业科技工程（北京）股份有限公司,1.3547046104,5.2412210896,0,11,659267000,0.3936903013,0,0,0,138.4656531772,116.3125713099,0.027314708,0,71.7518057433,0,10694000,0,0,0.0145995477,0.0218322425,0.9999999985,0.0695613839,0,0,0,0,10694000,0.0871396658,0.1345787246,0.95,0,1,10,0,4,0,0,0,1,0,2,0.95,10,1
极影电子（北京）有限公司,0,0,13,13,0,1.6220835595,0,0,1,247.3008941568,183.1108338532,0.3656685306,-0.0877105409,38.1376094404,0,20265000,-4217999.99999998,-0.0877105409,18415000,0.1607108869,-98511000,0.2360715842,3.094625576,1.3485607613,13.3251480925,0.7575815192,0.0819420236,-134.9405375468,0.1494412121,0,0,12,15,0,16,0,0,0,14,0,3,0.59,0,0
毅新兴业(北京)科技有限公司,0.3610810233,1.7102227219,9,9,10.7093385744,0.4163914349,0,0,1,84.7497383635,66.6248222243,0.036328815,-0.0851086985,87.3209128306,0,-208136499000,-303097718000,-0.0851086985,-0.1909837853,-0.0510337868,0.9909817791,-0.4025036352,0.0147106924,-0.0174836388,0.0089562242,0.0023282381,-0.1603686321,-1.7256849009,0.0400076528,0,0,0,0,0,0,0,0,0,15,1,6,0.63,0,0
汇智光华（北京）文化传媒股份有限公司,1.4795980336,3.657683122,11,11,590.316087587,0.2578522146,0,0,13,110.463036566,107.9670356631,0.0258469253,-0.0617026339,79.5005953884,0,38606000.0000001,-50299000.0000002,-0.0617026339,0.020994578,0.0376503953,0.4957083152,0.1330751628,32.8020330859,7.8250617539,5.3434877558,0.6509024444,0.029042506,-1.3718993213,1.5573532087,0.1903,0,0,0,0,1,0,0,0,0,6,4,0.3987,10,1
汉王科技股份有限公司,0.719114513,9.8338338538,9,9,-179.1039471768,6.2197576282,12,0,21,453.6560414071,374.6403535185,2.1752693588,0.533212338,13.8508804696,0.013042101,103722000,579067000,0.4893872714,0.0290773966,0.0121414937,0.4826096466,0.0139977841,2.0970402303,0.4685317288,0.5012717825,0.210644415,0.0284221101,-0.9690709064,0.0109085913,0,0,1408,162,5,327,0,1,0,208,5,17,0.3,10,1
沃科合众科技（北京）股份有限公司,2.3076524623,8.7086959545,13,13,73.1540286151,0.5622868765,0,0,1,84.1008345896,49.7458931041,0.2339492993,0.2774039091,64.5145061211,0.0279150909,4079000.00000001,17849000,0.2729246583,0.0276198406,0.0402383325,0.3798628988,0.095880129,3.4925580867,-7.5467260554,1.6336492946,0.7615886125,0.0333082913,-1.4277745106,-0.0007984071,0,0,9,12,0,1,0,0,0,0,0,12,0,10,0
泰德网聚（北京）科技股份有限公司,0.6215027953,12.3194537706,10,10,1631.7533784749,1.1139330501,0,0,2,204.729759836,202.230094016,0.691039507,0.4529028995,46.3851686508,0,4742000,20329000,0.4529028995,0.0830283809,0.0490038029,0.6131353525,0.0913997147,19.5088952684,0.4656342303,4.4918931886,0.2262008078,0.095647261,19.0083586145,0.3804279546,0.3,0,0,20,0,0,0,0,0,0,1,5,0.3,0,0
浦华控股有限公司,1.1684208853,5.2354029421,12,12,114.3899215355,0.3077444347,6,0,27,129.8868487532,118.5319447057,0.1189515468,0.0501692729,76.4675400895,0,10685000.0000003,107201000,0.0501692729,0.0026661815,0.0038237599,0.0662255924,0.0131481301,12.4373283912,4.7253115247,159.1093979168,1.0799103193,0.0033333864,-0.8772629012,-0.0557168201,0,0,0,0,0,0,0,0,0,1,2,7,0.1158,0,0
浪潮（北京）电子信息产业有限公司,0.7705601903,2.1878351488,11,11,363511000,0.1538204181,0,0,1,110.3694899948,98.771252167,0.0034953337,-0.0118663538,86.6687754601,0,1883000,-5072000,-0.0118663538,0.0049269486,0.0038181328,0.9999999972,0.027241201,0,0,0,0,1883000,0.1834612733,0.1256573539,0,0,2242,33,2,7,0,1,0,3,3,1,1,0,1
海外远景（北京）科技有限公司,1.1696571198,2.0828081323,12,12,4692.8242860602,0.6149009693,0,0,0,137.9392011794,121.4208687106,0.3182634167,-0.0088215156,71.4262732232,0,-1066000.00000005,-2112999.99999999,-0.0088215156,-0.0029742745,-0.0027558251,0.115738757,-0.009002709,4.8099585589,2.7821067523,69.6160654389,1.0186393023,-0.0023864051,-2.3699022415,0.8857255635,0,0,0,6,0,0,0,0,0,0,0,2,0.9,0,1
海林柯液压技术(北京)有限责任公司,0.8925972766,4.4768569046,11,11,336494000,0.0922852132,0,0,0,98.1851850887,64.6335079216,0.0566712938,0.0460892144,91.5511798256,0,14620000,17696000,0.0460892144,0.0434480257,0.0348606528,0.999999997,0.4126097141,0,0,0,0,14620000,0.0953052843,0.4810169032,0,0,0,0,0,0,0,0,0,5,0,2,0.8125,0,0
清大紫育（北京）教育科技股份有限公司,2.2426470039,91500000,13,13,91.4999085001,0.1448467926,0,0,3,113.6490250696,113.6490250696,1.0612813075,0.6016712924,87.3479318735,0,4300000,21600000,0.6016712924,0.0459016388,0.104622871,0.422950815,0.8076923077,52600000,10.7346916868,175.3327488908,1.2798053217,0.0491990841,-1.8958337283,0.4421052476,0.5926,0,0,12,0,0,0,0,0,0,0,20,0.0296,0,1
漫游世界（北京）科技发展有限公司,0.4836052694,3.2425368295,12,12,41.9400734748,1.4954109032,0,0,1,184.0653937556,111.6774563632,0.0335982941,-0.1006309883,50.9434749937,0,425000.000000001,-2456000,-0.1006309883,0.0195627149,0.0088711697,0.732197895,0.0180835674,0.3197486659,0.2753326376,1.8924616776,0.1179134984,0.0160522732,2.0222659175,0.0339261042,0,0,0,15,0,2,0,0,0,1,1,4,0.51,0,0
瑞斯康达科技发展股份有限公司,0,0,5,5,0,1.360905562,12,1,5,206.1935892531,153.6785590335,0.5136267945,0.1984927893,42.4041600762,0.069109366,2244755000,1608818000,0.1784383294,1856152000,0.1055744056,-5917925000,0.151569605,1.3499042505,0.6675568932,1.2628192333,0.2702330505,0.176639313,0.7453097071,0.1229458746,0,0,480,9,0,37,0,0,1,21,1,20,0.0572,10,1
盛景网联科技股份有限公司,1.1884459597,4459.9910800178,7,7,-53.3492835729,1.5260793768,4,0,41,125.9244346017,125.9244346017,1.171062344,0.6215019122,39.5975470546,0.0006585302,884800000,926100000,0.6208769103,0.3304484303,0.2348881043,0.7524215243,0.3238693799,537600000,1.3916645058,0.2843692143,0.1427168228,0.6401852249,0.2926495202,0.4482506726,0,0,0,35,2,1,0,0,0,0,2,20,0.0288,10,1
瞬联软件科技(北京)有限公司,0,0,8,8,0,1.0730998215,0,0,2,166.7051187731,166.7051187731,1.0045918162,0.6234298588,48.2369439791,0,-3314351000,666901000,0.6234298588,-3375728000,-1.4945295819,-2480231000,-2.9407191753,2464505000,3.4537967114,5.6738503698,1.111311272,-0.9805630034,0.0069385081,0.2127405692,0,0,0,0,0,0,0,0,0,3,0,1,1,0,0
神州数码金信科技股份有限公司,1.0571783744,1.4554499076,9,9,130.985535537,0.5226070505,0,0,2,241.1493146359,221.1279152117,0.3212421475,0.2241120617,41.1894669768,0,265448000,365501000.000001,0.2241120617,0.0516871774,0.067041279,0.3977131342,0.0922886249,7.5723127482,1.0740987222,92.9427849136,0.6244665005,0.0691646195,-1.9757983107,-0.0216535029,0,0,6,37,0,2,0,0,5,10,2,8,0.2253,0,0
立思辰计算机技术有限公司,0.7637663326,1.1986570914,9,9,393.4244007125,0.1995535158,0,0,2,76.3769220563,67.6142553611,0.0473770547,0.0714553037,83.3643507133,0,286683000,120094000,0.0714553037,0.2541201979,0.1421986495,0.6179654711,0.7428522871,2.4654960348,-0.9145429839,0.4957571977,0.180103012,0.4180429698,-0.0485903592,0.2940440214,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
联泰集群（北京）科技有限责任公司,0.8471129365,2.5754687147,14,14,36019.6601132956,0.4367020149,0,0,0,143.6690760882,128.4187889842,0.2090904973,0,69.604401116,0,460000.000000001,0,0,0.0031638836,0.0036049027,0.0521670748,0.0088176146,7.5523803948,2.6374722158,102297000,0.8016754898,0.0042737028,1.2009511916,0.3720712641,0,0,0,6,0,0,0,0,0,0,0,2,0.998,0,0
艾威梯科技（北京）有限公司,0,0,11,11,0,0.7733193314,3,0,6,136.2246633055,107.2568849444,0.1325547836,0.108838416,56.3912126296,0,56995000,32963999.9999999,0.108838416,50042000,0.1061183528,-46347000,0.2136556541,0.5040861628,0.4031026086,0.3552175002,0.0823438944,0.2498739549,0.9648769096,0.2566954147,0,0,22,26,0,1,0,0,0,1,1,2,0.9929,10,0
芯原微电子（北京）有限公司,20.2935467505,251640000,13,13,251640000,-0.7662325712,0,0,0,16.164144278,16.164144278,0.0165682477,0.0407623214,427.7517564403,0,14595000,3127000,0.0407623214,0.0579995229,0.8138173302,0.999999996,-0.2483029653,0,0,0,0,14595000,0.1430224047,1.8114121631,0,0,50,4,0,0,0,0,0,0,1,1,1,0,0
融诚互通技术服务（北京）有限公司,0.5306322889,1.2551111387,12,12,23734.2657342657,0.8110288621,0,0,0,166.4857025992,109.7497490053,0.3078124305,-1.0516862733,55.2183643718,0,-48389000,-28283000,-1.0516862733,-2.0367454316,-0.9935527586,0.7137385001,-2.2186611646,0.4457333566,0.3803691062,1.7305339108,0.139642319,-0.6802130974,-48389000,48703000,0,0,0,15,0,9,0,0,0,0,3,1,1,0,0
诺誓（北京）商业股份有限公司,0.8028771374,25.9205010075,11,11,-2065.0068833563,4.3970206969,8,0,7,499.7409326425,429.0803108808,3.5006476457,-1.677461129,18.5287411496,0,-143200000,-259000000,-1.677461129,-0.2311541562,-0.1718468739,0.555770782,-0.2109294447,2.4848762375,0.4392417362,4.3938410957,0.3253330129,-0.1877294177,0.1151750982,3.1191299895,0,0,26,7,0,0,0,0,0,0,2,13,0.58,10,1
谷武（北京）科技有限公司,0,0,12,12,0,-1791.125373867,0,0,1,-17.87,-17.87,-1676.1334193947,139.0467186065,-0.0558622336,0,-2978000,-15295000,139.0467186065,-2978000,-0.0151234301,0,-0.0151149866,0,0,0,0,-2978000,-2978000,196913000,0,0,0,7,0,0,0,0,0,0,0,3,0.5,10,1
